CODICE ISTAT,COMUNE,ln,posC,desc_lis_c,voti
109014,Montefalcone Appennino,16,7,MOVIMENTO PER LE MARCHE,0
109014,Montefalcone Appennino,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,9
109014,Montefalcone Appennino,1,1,VOX ITALIA MARCHE,0
109014,Montefalcone Appennino,9,4,MOVIMENTO 5 STELLE,10
109015,Montefortino,7,3,RINASCI MARCHE,4
109015,Montefortino,3,3,PARTITO DEMOCRATICO,82
109015,Montefortino,5,3,MARCHE CORAGGIOSE,3
109015,Montefortino,4,3,ITALIA VIVA,17
109015,Montefortino,8,3,MANGIALARDI PRESIDENTE,1
109015,Montefortino,6,3,LE NOSTRE MARCHE e IL CENTRO,3
109015,Montefortino,,,,0
109015,Montefortino,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,0
109015,Montefortino,10,5,DIPENDE DA NOI,3
109015,Montefortino,11,6,COMUNISTA!,7
109015,Montefortino,14,7,LEGA SALVINI MARCHE,194
109015,Montefortino,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,30
109015,Montefortino,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,100
109015,Montefortino,15,7,CIVITAS CIVICI,4
109015,Montefortino,16,7,MOVIMENTO PER LE MARCHE,3
109015,Montefortino,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,187
109015,Montefortino,1,1,VOX ITALIA MARCHE,1
109015,Montefortino,9,4,MOVIMENTO 5 STELLE,17
109016,Monte Giberto,7,3,RINASCI MARCHE,7
109016,Monte Giberto,3,3,PARTITO DEMOCRATICO,57
109016,Monte Giberto,5,3,MARCHE CORAGGIOSE,1
109016,Monte Giberto,4,3,ITALIA VIVA,8
109016,Monte Giberto,8,3,MANGIALARDI PRESIDENTE,4
109016,Monte Giberto,6,3,LE NOSTRE MARCHE e IL CENTRO,6
109016,Monte Giberto,,,,0
109016,Monte Giberto,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,0
109016,Monte Giberto,10,5,DIPENDE DA NOI,15
109016,Monte Giberto,11,6,COMUNISTA!,3
109016,Monte Giberto,14,7,LEGA SALVINI MARCHE,75
109016,Monte Giberto,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,8
109016,Monte Giberto,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,94
109016,Monte Giberto,15,7,CIVITAS CIVICI,0
109016,Monte Giberto,16,7,MOVIMENTO PER LE MARCHE,1
109016,Monte Giberto,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,35
109016,Monte Giberto,1,1,VOX ITALIA MARCHE,0
109016,Monte Giberto,9,4,MOVIMENTO 5 STELLE,17
109017,Montegiorgio,7,3,RINASCI MARCHE,40
109017,Montegiorgio,3,3,PARTITO DEMOCRATICO,648
109017,Montegiorgio,5,3,MARCHE CORAGGIOSE,19
109017,Montegiorgio,4,3,ITALIA VIVA,46
109017,Montegiorgio,8,3,MANGIALARDI PRESIDENTE,13
109017,Montegiorgio,6,3,LE NOSTRE MARCHE e IL CENTRO,30
109017,Montegiorgio,,,,2
109017,Montegiorgio,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,8
109017,Montegiorgio,10,5,DIPENDE DA NOI,53
109017,Montegiorgio,11,6,COMUNISTA!,31
109017,Montegiorgio,14,7,LEGA SALVINI MARCHE,619
109017,Montegiorgio,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,41
109017,Montegiorgio,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,526
109017,Montegiorgio,15,7,CIVITAS CIVICI,105
109017,Montegiorgio,16,7,MOVIMENTO PER LE MARCHE,28
109017,Montegiorgio,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,218
109017,Montegiorgio,1,1,VOX ITALIA MARCHE,10
109017,Montegiorgio,9,4,MOVIMENTO 5 STELLE,196
109018,Montegranaro,7,3,RINASCI MARCHE,86
109018,Montegranaro,3,3,PARTITO DEMOCRATICO,1058
109018,Montegranaro,5,3,MARCHE CORAGGIOSE,22
109018,Montegranaro,4,3,ITALIA VIVA,55
109018,Montegranaro,8,3,MANGIALARDI PRESIDENTE,40
109018,Montegranaro,6,3,LE NOSTRE MARCHE e IL CENTRO,34
109018,Montegranaro,,,,11
109018,Montegranaro,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,7
109018,Montegranaro,10,5,DIPENDE DA NOI,69
109018,Montegranaro,11,6,COMUNISTA!,74
109018,Montegranaro,14,7,LEGA SALVINI MARCHE,2339
109018,Montegranaro,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,64
109018,Montegranaro,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,900
109018,Montegranaro,15,7,CIVITAS CIVICI,24
109018,Montegranaro,16,7,MOVIMENTO PER LE MARCHE,21
109018,Montegranaro,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,246
109018,Montegranaro,1,1,VOX ITALIA MARCHE,27
109018,Montegranaro,9,4,MOVIMENTO 5 STELLE,369
109019,Monteleone di Fermo,7,3,RINASCI MARCHE,3
109019,Monteleone di Fermo,3,3,PARTITO DEMOCRATICO,35
109019,Monteleone di Fermo,5,3,MARCHE CORAGGIOSE,3
109019,Monteleone di Fermo,4,3,ITALIA VIVA,1
109019,Monteleone di Fermo,8,3,MANGIALARDI PRESIDENTE,1
109019,Monteleone di Fermo,6,3,LE NOSTRE MARCHE e IL CENTRO,2
109019,Monteleone di Fermo,,,,0
109019,Monteleone di Fermo,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,1
109019,Monteleone di Fermo,10,5,DIPENDE DA NOI,4
109019,Monteleone di Fermo,11,6,COMUNISTA!,2
109019,Monteleone di Fermo,14,7,LEGA SALVINI MARCHE,40
109019,Monteleone di Fermo,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,2
109019,Monteleone di Fermo,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,56
109019,Monteleone di Fermo,15,7,CIVITAS CIVICI,22
109019,Monteleone di Fermo,16,7,MOVIMENTO PER LE MARCHE,4
109019,Monteleone di Fermo,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,11
109019,Monteleone di Fermo,1,1,VOX ITALIA MARCHE,0
109019,Monteleone di Fermo,9,4,MOVIMENTO 5 STELLE,14
109020,Montelparo,7,3,RINASCI MARCHE,5
109020,Montelparo,3,3,PARTITO DEMOCRATICO,75
109020,Montelparo,5,3,MARCHE CORAGGIOSE,3
109020,Montelparo,4,3,ITALIA VIVA,17
109020,Montelparo,8,3,MANGIALARDI PRESIDENTE,7
109020,Montelparo,6,3,LE NOSTRE MARCHE e IL CENTRO,27
109020,Montelparo,,,,0
109020,Montelparo,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,2
109020,Montelparo,10,5,DIPENDE DA NOI,4
109020,Montelparo,11,6,COMUNISTA!,3
109020,Montelparo,14,7,LEGA SALVINI MARCHE,69
109020,Montelparo,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,9
109020,Montelparo,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,106
109020,Montelparo,15,7,CIVITAS CIVICI,15
109020,Montelparo,16,7,MOVIMENTO PER LE MARCHE,3
109020,Montelparo,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,17
109020,Montelparo,1,1,VOX ITALIA MARCHE,6
109020,Montelparo,9,4,MOVIMENTO 5 STELLE,11
109021,Monte Rinaldo,7,3,RINASCI MARCHE,1
109021,Monte Rinaldo,3,3,PARTITO DEMOCRATICO,36
109021,Monte Rinaldo,5,3,MARCHE CORAGGIOSE,1
109021,Monte Rinaldo,4,3,ITALIA VIVA,27
109021,Monte Rinaldo,8,3,MANGIALARDI PRESIDENTE,2
109021,Monte Rinaldo,6,3,LE NOSTRE MARCHE e IL CENTRO,12
109021,Monte Rinaldo,,,,0
109021,Monte Rinaldo,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,0
109021,Monte Rinaldo,10,5,DIPENDE DA NOI,0
109021,Monte Rinaldo,11,6,COMUNISTA!,2
109021,Monte Rinaldo,14,7,LEGA SALVINI MARCHE,25
109021,Monte Rinaldo,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,3
109021,Monte Rinaldo,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,36
109021,Monte Rinaldo,15,7,CIVITAS CIVICI,15
109021,Monte Rinaldo,16,7,MOVIMENTO PER LE MARCHE,1
109021,Monte Rinaldo,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,7
109021,Monte Rinaldo,1,1,VOX ITALIA MARCHE,0
109021,Monte Rinaldo,9,4,MOVIMENTO 5 STELLE,7
041025,Mercatello sul Metauro,10,5,DIPENDE DA NOI,0
041025,Mercatello sul Metauro,,,,0
041025,Mercatello sul Metauro,11,6,COMUNISTA!,3
041025,Mercatello sul Metauro,9,4,MOVIMENTO 5 STELLE,27
041025,Mercatello sul Metauro,4,3,ITALIA VIVA,2
041025,Mercatello sul Metauro,3,3,PARTITO DEMOCRATICO,224
041025,Mercatello sul Metauro,6,3,LE NOSTRE MARCHE e IL CENTRO,17
041025,Mercatello sul Metauro,5,3,MARCHE CORAGGIOSE,0
041025,Mercatello sul Metauro,8,3,MANGIALARDI PRESIDENTE,5
041025,Mercatello sul Metauro,7,3,RINASCI MARCHE,11
041025,Mercatello sul Metauro,1,1,VOX ITALIA MARCHE,1
041025,Mercatello sul Metauro,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,107
041025,Mercatello sul Metauro,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,33
041025,Mercatello sul Metauro,14,7,LEGA SALVINI MARCHE,218
041025,Mercatello sul Metauro,16,7,MOVIMENTO PER LE MARCHE,1
041025,Mercatello sul Metauro,15,7,CIVITAS CIVICI,9
041025,Mercatello sul Metauro,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,3
041025,Mercatello sul Metauro,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,0
109022,Monterubbiano,7,3,RINASCI MARCHE,7
109022,Monterubbiano,3,3,PARTITO DEMOCRATICO,164
109022,Monterubbiano,5,3,MARCHE CORAGGIOSE,9
109022,Monterubbiano,4,3,ITALIA VIVA,35
109022,Monterubbiano,8,3,MANGIALARDI PRESIDENTE,17
109022,Monterubbiano,6,3,LE NOSTRE MARCHE e IL CENTRO,27
109022,Monterubbiano,,,,0
109022,Monterubbiano,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,3
109022,Monterubbiano,10,5,DIPENDE DA NOI,11
109022,Monterubbiano,11,6,COMUNISTA!,16
109022,Monterubbiano,14,7,LEGA SALVINI MARCHE,254
109022,Monterubbiano,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,18
109022,Monterubbiano,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,243
109022,Monterubbiano,15,7,CIVITAS CIVICI,22
109022,Monterubbiano,16,7,MOVIMENTO PER LE MARCHE,2
109022,Monterubbiano,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,90
109022,Monterubbiano,1,1,VOX ITALIA MARCHE,40
109022,Monterubbiano,9,4,MOVIMENTO 5 STELLE,49
109023,Monte San Pietrangeli,7,3,RINASCI MARCHE,12
109023,Monte San Pietrangeli,3,3,PARTITO DEMOCRATICO,145
109023,Monte San Pietrangeli,5,3,MARCHE CORAGGIOSE,5
109023,Monte San Pietrangeli,4,3,ITALIA VIVA,13
109023,Monte San Pietrangeli,8,3,MANGIALARDI PRESIDENTE,6
109023,Monte San Pietrangeli,6,3,LE NOSTRE MARCHE e IL CENTRO,4
109023,Monte San Pietrangeli,,,,1
109023,Monte San Pietrangeli,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,1
109023,Monte San Pietrangeli,10,5,DIPENDE DA NOI,6
109023,Monte San Pietrangeli,11,6,COMUNISTA!,7
109023,Monte San Pietrangeli,14,7,LEGA SALVINI MARCHE,302
109023,Monte San Pietrangeli,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,14
109023,Monte San Pietrangeli,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,258
109023,Monte San Pietrangeli,15,7,CIVITAS CIVICI,8
109023,Monte San Pietrangeli,16,7,MOVIMENTO PER LE MARCHE,5
109023,Monte San Pietrangeli,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,74
109023,Monte San Pietrangeli,1,1,VOX ITALIA MARCHE,9
109023,Monte San Pietrangeli,9,4,MOVIMENTO 5 STELLE,66
109024,Monte Urano,7,3,RINASCI MARCHE,33
109024,Monte Urano,3,3,PARTITO DEMOCRATICO,1201
109024,Monte Urano,5,3,MARCHE CORAGGIOSE,13
109024,Monte Urano,4,3,ITALIA VIVA,81
109024,Monte Urano,8,3,MANGIALARDI PRESIDENTE,14
109024,Monte Urano,6,3,LE NOSTRE MARCHE e IL CENTRO,16
109024,Monte Urano,,,,5
109024,Monte Urano,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,6
109024,Monte Urano,10,5,DIPENDE DA NOI,38
109024,Monte Urano,11,6,COMUNISTA!,41
109024,Monte Urano,14,7,LEGA SALVINI MARCHE,1034
109024,Monte Urano,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,40
109024,Monte Urano,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,526
109024,Monte Urano,15,7,CIVITAS CIVICI,34
109024,Monte Urano,16,7,MOVIMENTO PER LE MARCHE,19
109024,Monte Urano,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,114
109024,Monte Urano,1,1,VOX ITALIA MARCHE,15
109024,Monte Urano,9,4,MOVIMENTO 5 STELLE,121
109025,Monte Vidon Combatte,7,3,RINASCI MARCHE,2
109025,Monte Vidon Combatte,3,3,PARTITO DEMOCRATICO,31
109025,Monte Vidon Combatte,5,3,MARCHE CORAGGIOSE,2
109025,Monte Vidon Combatte,4,3,ITALIA VIVA,16
109025,Monte Vidon Combatte,8,3,MANGIALARDI PRESIDENTE,0
109025,Monte Vidon Combatte,6,3,LE NOSTRE MARCHE e IL CENTRO,16
109025,Monte Vidon Combatte,,,,0
109025,Monte Vidon Combatte,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,0
109025,Monte Vidon Combatte,10,5,DIPENDE DA NOI,1
109025,Monte Vidon Combatte,11,6,COMUNISTA!,6
109025,Monte Vidon Combatte,14,7,LEGA SALVINI MARCHE,38
109025,Monte Vidon Combatte,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,5
109025,Monte Vidon Combatte,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,38
109025,Monte Vidon Combatte,15,7,CIVITAS CIVICI,0
109025,Monte Vidon Combatte,16,7,MOVIMENTO PER LE MARCHE,11
109025,Monte Vidon Combatte,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,6
109025,Monte Vidon Combatte,1,1,VOX ITALIA MARCHE,2
109025,Monte Vidon Combatte,9,4,MOVIMENTO 5 STELLE,14
109026,Monte Vidon Corrado,7,3,RINASCI MARCHE,3
109026,Monte Vidon Corrado,3,3,PARTITO DEMOCRATICO,117
109026,Monte Vidon Corrado,5,3,MARCHE CORAGGIOSE,2
109026,Monte Vidon Corrado,4,3,ITALIA VIVA,7
109026,Monte Vidon Corrado,8,3,MANGIALARDI PRESIDENTE,2
109026,Monte Vidon Corrado,6,3,LE NOSTRE MARCHE e IL CENTRO,7
109026,Monte Vidon Corrado,,,,0
109026,Monte Vidon Corrado,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,0
109026,Monte Vidon Corrado,10,5,DIPENDE DA NOI,3
109026,Monte Vidon Corrado,11,6,COMUNISTA!,6
109026,Monte Vidon Corrado,14,7,LEGA SALVINI MARCHE,62
109026,Monte Vidon Corrado,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,8
109026,Monte Vidon Corrado,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,56
109026,Monte Vidon Corrado,15,7,CIVITAS CIVICI,6
109026,Monte Vidon Corrado,16,7,MOVIMENTO PER LE MARCHE,2
109026,Monte Vidon Corrado,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,21
109026,Monte Vidon Corrado,1,1,VOX ITALIA MARCHE,2
109026,Monte Vidon Corrado,9,4,MOVIMENTO 5 STELLE,26
109027,Montottone,7,3,RINASCI MARCHE,5
109027,Montottone,3,3,PARTITO DEMOCRATICO,48
109027,Montottone,5,3,MARCHE CORAGGIOSE,5
109027,Montottone,4,3,ITALIA VIVA,161
109027,Montottone,8,3,MANGIALARDI PRESIDENTE,2
109027,Montottone,6,3,LE NOSTRE MARCHE e IL CENTRO,9
109027,Montottone,,,,1
109027,Montottone,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,1
109027,Montottone,10,5,DIPENDE DA NOI,7
109027,Montottone,11,6,COMUNISTA!,2
109027,Montottone,14,7,LEGA SALVINI MARCHE,87
109027,Montottone,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,3
109027,Montottone,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,115
109027,Montottone,15,7,CIVITAS CIVICI,9
109027,Montottone,16,7,MOVIMENTO PER LE MARCHE,6
109027,Montottone,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,37
109027,Montottone,1,1,VOX ITALIA MARCHE,3
109027,Montottone,9,4,MOVIMENTO 5 STELLE,29
109028,Moresco,7,3,RINASCI MARCHE,12
109028,Moresco,3,3,PARTITO DEMOCRATICO,33
109028,Moresco,5,3,MARCHE CORAGGIOSE,0
109028,Moresco,4,3,ITALIA VIVA,10
109028,Moresco,8,3,MANGIALARDI PRESIDENTE,1
109028,Moresco,6,3,LE NOSTRE MARCHE e IL CENTRO,20
109028,Moresco,,,,0
109028,Moresco,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,0
109028,Moresco,10,5,DIPENDE DA NOI,3
109028,Moresco,11,6,COMUNISTA!,2
109028,Moresco,14,7,LEGA SALVINI MARCHE,33
109028,Moresco,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,7
109028,Moresco,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,78
109028,Moresco,15,7,CIVITAS CIVICI,1
109028,Moresco,16,7,MOVIMENTO PER LE MARCHE,3
109028,Moresco,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,24
109028,Moresco,1,1,VOX ITALIA MARCHE,4
109028,Moresco,9,4,MOVIMENTO 5 STELLE,14
109029,Ortezzano,7,3,RINASCI MARCHE,6
109029,Ortezzano,3,3,PARTITO DEMOCRATICO,46
109029,Ortezzano,5,3,MARCHE CORAGGIOSE,2
109029,Ortezzano,4,3,ITALIA VIVA,99
109029,Ortezzano,8,3,MANGIALARDI PRESIDENTE,2
109029,Ortezzano,6,3,LE NOSTRE MARCHE e IL CENTRO,97
109029,Ortezzano,,,,1
109029,Ortezzano,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,1
109029,Ortezzano,10,5,DIPENDE DA NOI,7
109029,Ortezzano,11,6,COMUNISTA!,4
109029,Ortezzano,14,7,LEGA SALVINI MARCHE,49
109029,Ortezzano,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,10
109029,Ortezzano,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,56
109029,Ortezzano,15,7,CIVITAS CIVICI,1
109029,Ortezzano,16,7,MOVIMENTO PER LE MARCHE,0
109029,Ortezzano,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,15
109029,Ortezzano,1,1,VOX ITALIA MARCHE,1
109029,Ortezzano,9,4,MOVIMENTO 5 STELLE,17
109030,Pedaso,7,3,RINASCI MARCHE,26
109030,Pedaso,3,3,PARTITO DEMOCRATICO,250
109030,Pedaso,5,3,MARCHE CORAGGIOSE,7
109030,Pedaso,4,3,ITALIA VIVA,25
109030,Pedaso,8,3,MANGIALARDI PRESIDENTE,9
109030,Pedaso,6,3,LE NOSTRE MARCHE e IL CENTRO,28
109030,Pedaso,,,,0
109030,Pedaso,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,6
109030,Pedaso,10,5,DIPENDE DA NOI,12
109030,Pedaso,11,6,COMUNISTA!,18
109030,Pedaso,14,7,LEGA SALVINI MARCHE,221
109030,Pedaso,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,37
109030,Pedaso,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,331
109030,Pedaso,15,7,CIVITAS CIVICI,3
109030,Pedaso,16,7,MOVIMENTO PER LE MARCHE,10
109030,Pedaso,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,89
109030,Pedaso,1,1,VOX ITALIA MARCHE,4
109030,Pedaso,9,4,MOVIMENTO 5 STELLE,68
109031,Petritoli,7,3,RINASCI MARCHE,17
109031,Petritoli,3,3,PARTITO DEMOCRATICO,152
109031,Petritoli,5,3,MARCHE CORAGGIOSE,5
109031,Petritoli,4,3,ITALIA VIVA,38
109031,Petritoli,8,3,MANGIALARDI PRESIDENTE,15
109031,Petritoli,6,3,LE NOSTRE MARCHE e IL CENTRO,36
109031,Petritoli,,,,1
109031,Petritoli,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,2
109031,Petritoli,10,5,DIPENDE DA NOI,7
109031,Petritoli,11,6,COMUNISTA!,37
109031,Petritoli,14,7,LEGA SALVINI MARCHE,153
109031,Petritoli,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,52
109031,Petritoli,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,298
109031,Petritoli,15,7,CIVITAS CIVICI,5
109031,Petritoli,16,7,MOVIMENTO PER LE MARCHE,3
109031,Petritoli,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,104
109031,Petritoli,1,1,VOX ITALIA MARCHE,3
109031,Petritoli,9,4,MOVIMENTO 5 STELLE,53
041026,Mercatino Conca,10,5,DIPENDE DA NOI,6
041026,Mercatino Conca,,,,0
041026,Mercatino Conca,11,6,COMUNISTA!,1
041026,Mercatino Conca,9,4,MOVIMENTO 5 STELLE,35
041026,Mercatino Conca,4,3,ITALIA VIVA,6
041026,Mercatino Conca,3,3,PARTITO DEMOCRATICO,113
041026,Mercatino Conca,6,3,LE NOSTRE MARCHE e IL CENTRO,12
041026,Mercatino Conca,5,3,MARCHE CORAGGIOSE,0
041026,Mercatino Conca,8,3,MANGIALARDI PRESIDENTE,5
041026,Mercatino Conca,7,3,RINASCI MARCHE,4
041026,Mercatino Conca,1,1,VOX ITALIA MARCHE,3
041026,Mercatino Conca,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,56
041026,Mercatino Conca,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,65
041026,Mercatino Conca,14,7,LEGA SALVINI MARCHE,109
041026,Mercatino Conca,16,7,MOVIMENTO PER LE MARCHE,3
041026,Mercatino Conca,15,7,CIVITAS CIVICI,0
041026,Mercatino Conca,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,2
041026,Mercatino Conca,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,3
109032,Ponzano di Fermo,7,3,RINASCI MARCHE,12
109032,Ponzano di Fermo,3,3,PARTITO DEMOCRATICO,154
109032,Ponzano di Fermo,5,3,MARCHE CORAGGIOSE,18
109032,Ponzano di Fermo,4,3,ITALIA VIVA,35
109032,Ponzano di Fermo,8,3,MANGIALARDI PRESIDENTE,8
109032,Ponzano di Fermo,6,3,LE NOSTRE MARCHE e IL CENTRO,10
109032,Ponzano di Fermo,,,,1
109032,Ponzano di Fermo,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,5
109032,Ponzano di Fermo,10,5,DIPENDE DA NOI,13
109032,Ponzano di Fermo,11,6,COMUNISTA!,8
109032,Ponzano di Fermo,14,7,LEGA SALVINI MARCHE,131
109032,Ponzano di Fermo,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,16
109032,Ponzano di Fermo,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,184
109032,Ponzano di Fermo,15,7,CIVITAS CIVICI,10
109032,Ponzano di Fermo,16,7,MOVIMENTO PER LE MARCHE,3
109032,Ponzano di Fermo,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,36
109032,Ponzano di Fermo,1,1,VOX ITALIA MARCHE,7
109032,Ponzano di Fermo,9,4,MOVIMENTO 5 STELLE,59
109033,Porto San Giorgio,7,3,RINASCI MARCHE,132
109033,Porto San Giorgio,3,3,PARTITO DEMOCRATICO,1417
109033,Porto San Giorgio,5,3,MARCHE CORAGGIOSE,142
109033,Porto San Giorgio,4,3,ITALIA VIVA,182
109033,Porto San Giorgio,8,3,MANGIALARDI PRESIDENTE,72
109033,Porto San Giorgio,6,3,LE NOSTRE MARCHE e IL CENTRO,114
109033,Porto San Giorgio,,,,5
109033,Porto San Giorgio,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,28
109033,Porto San Giorgio,10,5,DIPENDE DA NOI,164
109033,Porto San Giorgio,11,6,COMUNISTA!,103
109033,Porto San Giorgio,14,7,LEGA SALVINI MARCHE,1481
109033,Porto San Giorgio,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,195
109033,Porto San Giorgio,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,1686
109033,Porto San Giorgio,15,7,CIVITAS CIVICI,70
109033,Porto San Giorgio,16,7,MOVIMENTO PER LE MARCHE,31
109033,Porto San Giorgio,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,474
109033,Porto San Giorgio,1,1,VOX ITALIA MARCHE,33
109033,Porto San Giorgio,9,4,MOVIMENTO 5 STELLE,423
109034,Porto Sant'Elpidio,7,3,RINASCI MARCHE,100
109034,Porto Sant'Elpidio,3,3,PARTITO DEMOCRATICO,2276
109034,Porto Sant'Elpidio,5,3,MARCHE CORAGGIOSE,60
109034,Porto Sant'Elpidio,4,3,ITALIA VIVA,390
109034,Porto Sant'Elpidio,8,3,MANGIALARDI PRESIDENTE,77
109034,Porto Sant'Elpidio,6,3,LE NOSTRE MARCHE e IL CENTRO,69
109034,Porto Sant'Elpidio,,,,18
109034,Porto Sant'Elpidio,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,44
109034,Porto Sant'Elpidio,10,5,DIPENDE DA NOI,161
109034,Porto Sant'Elpidio,11,6,COMUNISTA!,126
109034,Porto Sant'Elpidio,14,7,LEGA SALVINI MARCHE,2212
109034,Porto Sant'Elpidio,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,130
109034,Porto Sant'Elpidio,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,2690
109034,Porto Sant'Elpidio,15,7,CIVITAS CIVICI,60
109034,Porto Sant'Elpidio,16,7,MOVIMENTO PER LE MARCHE,47
109034,Porto Sant'Elpidio,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,466
109034,Porto Sant'Elpidio,1,1,VOX ITALIA MARCHE,63
109034,Porto Sant'Elpidio,9,4,MOVIMENTO 5 STELLE,744
109035,Rapagnano,7,3,RINASCI MARCHE,8
109035,Rapagnano,3,3,PARTITO DEMOCRATICO,158
109035,Rapagnano,5,3,MARCHE CORAGGIOSE,3
