CODICE ISTAT,COMUNE,ln,posC,desc_lis_c,voti
044032,Montalto delle Marche,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,16
044032,Montalto delle Marche,16,7,MOVIMENTO PER LE MARCHE,3
044032,Montalto delle Marche,10,5,DIPENDE DA NOI,7
044032,Montalto delle Marche,9,4,MOVIMENTO 5 STELLE,32
044032,Montalto delle Marche,8,3,MANGIALARDI PRESIDENTE,10
044032,Montalto delle Marche,4,3,ITALIA VIVA,8
044032,Montalto delle Marche,5,3,MARCHE CORAGGIOSE,8
044032,Montalto delle Marche,3,3,PARTITO DEMOCRATICO,290
044032,Montalto delle Marche,6,3,LE NOSTRE MARCHE e IL CENTRO,21
044032,Montalto delle Marche,7,3,RINASCI MARCHE,6
044034,Montedinove,,,,0
044034,Montedinove,1,1,VOX ITALIA MARCHE,2
044034,Montedinove,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,1
044034,Montedinove,11,6,COMUNISTA!,1
044034,Montedinove,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,37
044034,Montedinove,14,7,LEGA SALVINI MARCHE,70
044034,Montedinove,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,1
044034,Montedinove,15,7,CIVITAS CIVICI,0
044034,Montedinove,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,9
044034,Montedinove,16,7,MOVIMENTO PER LE MARCHE,0
044034,Montedinove,10,5,DIPENDE DA NOI,0
044034,Montedinove,9,4,MOVIMENTO 5 STELLE,8
044034,Montedinove,8,3,MANGIALARDI PRESIDENTE,1
044034,Montedinove,4,3,ITALIA VIVA,1
044034,Montedinove,5,3,MARCHE CORAGGIOSE,2
044034,Montedinove,3,3,PARTITO DEMOCRATICO,114
044034,Montedinove,6,3,LE NOSTRE MARCHE e IL CENTRO,6
044034,Montedinove,7,3,RINASCI MARCHE,1
044036,Montefiore dell'Aso,,,,1
044036,Montefiore dell'Aso,1,1,VOX ITALIA MARCHE,4
044036,Montefiore dell'Aso,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,2
044036,Montefiore dell'Aso,11,6,COMUNISTA!,8
044036,Montefiore dell'Aso,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,216
044036,Montefiore dell'Aso,14,7,LEGA SALVINI MARCHE,197
044036,Montefiore dell'Aso,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,7
044036,Montefiore dell'Aso,15,7,CIVITAS CIVICI,6
044036,Montefiore dell'Aso,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,46
044036,Montefiore dell'Aso,16,7,MOVIMENTO PER LE MARCHE,3
044036,Montefiore dell'Aso,10,5,DIPENDE DA NOI,12
044036,Montefiore dell'Aso,9,4,MOVIMENTO 5 STELLE,44
044036,Montefiore dell'Aso,8,3,MANGIALARDI PRESIDENTE,22
044036,Montefiore dell'Aso,4,3,ITALIA VIVA,22
044036,Montefiore dell'Aso,5,3,MARCHE CORAGGIOSE,50
044036,Montefiore dell'Aso,3,3,PARTITO DEMOCRATICO,179
044036,Montefiore dell'Aso,6,3,LE NOSTRE MARCHE e IL CENTRO,14
044036,Montefiore dell'Aso,7,3,RINASCI MARCHE,12
044038,Montegallo,,,,0
044038,Montegallo,1,1,VOX ITALIA MARCHE,0
044038,Montegallo,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,0
044038,Montegallo,11,6,COMUNISTA!,0
044038,Montegallo,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,22
044038,Montegallo,14,7,LEGA SALVINI MARCHE,44
044038,Montegallo,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,7
044038,Montegallo,15,7,CIVITAS CIVICI,9
044038,Montegallo,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,11
044038,Montegallo,16,7,MOVIMENTO PER LE MARCHE,1
044038,Montegallo,10,5,DIPENDE DA NOI,0
044038,Montegallo,9,4,MOVIMENTO 5 STELLE,9
044038,Montegallo,8,3,MANGIALARDI PRESIDENTE,5
044038,Montegallo,4,3,ITALIA VIVA,4
044038,Montegallo,5,3,MARCHE CORAGGIOSE,6
044038,Montegallo,3,3,PARTITO DEMOCRATICO,91
044038,Montegallo,6,3,LE NOSTRE MARCHE e IL CENTRO,1
044038,Montegallo,7,3,RINASCI MARCHE,0
044044,Montemonaco,,,,0
044044,Montemonaco,1,1,VOX ITALIA MARCHE,0
044044,Montemonaco,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,0
044044,Montemonaco,11,6,COMUNISTA!,0
044044,Montemonaco,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,63
044044,Montemonaco,14,7,LEGA SALVINI MARCHE,80
044044,Montemonaco,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,2
044044,Montemonaco,15,7,CIVITAS CIVICI,11
044044,Montemonaco,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,17
044044,Montemonaco,16,7,MOVIMENTO PER LE MARCHE,1
044044,Montemonaco,10,5,DIPENDE DA NOI,2
044044,Montemonaco,9,4,MOVIMENTO 5 STELLE,6
044044,Montemonaco,8,3,MANGIALARDI PRESIDENTE,8
044044,Montemonaco,4,3,ITALIA VIVA,4
044044,Montemonaco,5,3,MARCHE CORAGGIOSE,1
044044,Montemonaco,3,3,PARTITO DEMOCRATICO,66
044044,Montemonaco,6,3,LE NOSTRE MARCHE e IL CENTRO,5
044044,Montemonaco,7,3,RINASCI MARCHE,7
041021,Isola del Piano,10,5,DIPENDE DA NOI,10
041021,Isola del Piano,,,,0
041021,Isola del Piano,11,6,COMUNISTA!,4
041021,Isola del Piano,9,4,MOVIMENTO 5 STELLE,17
041021,Isola del Piano,4,3,ITALIA VIVA,5
041021,Isola del Piano,3,3,PARTITO DEMOCRATICO,91
041021,Isola del Piano,6,3,LE NOSTRE MARCHE e IL CENTRO,6
041021,Isola del Piano,5,3,MARCHE CORAGGIOSE,6
041021,Isola del Piano,8,3,MANGIALARDI PRESIDENTE,1
041021,Isola del Piano,7,3,RINASCI MARCHE,4
041021,Isola del Piano,1,1,VOX ITALIA MARCHE,0
041021,Isola del Piano,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,81
041021,Isola del Piano,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,12
041021,Isola del Piano,14,7,LEGA SALVINI MARCHE,84
041021,Isola del Piano,16,7,MOVIMENTO PER LE MARCHE,0
041021,Isola del Piano,15,7,CIVITAS CIVICI,1
041021,Isola del Piano,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,2
041021,Isola del Piano,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,3
044045,Monteprandone,,,,2
044045,Monteprandone,1,1,VOX ITALIA MARCHE,23
044045,Monteprandone,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,34
044045,Monteprandone,11,6,COMUNISTA!,40
044045,Monteprandone,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,843
044045,Monteprandone,14,7,LEGA SALVINI MARCHE,818
044045,Monteprandone,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,34
044045,Monteprandone,15,7,CIVITAS CIVICI,30
044045,Monteprandone,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,184
044045,Monteprandone,16,7,MOVIMENTO PER LE MARCHE,56
044045,Monteprandone,10,5,DIPENDE DA NOI,56
044045,Monteprandone,9,4,MOVIMENTO 5 STELLE,461
044045,Monteprandone,8,3,MANGIALARDI PRESIDENTE,462
044045,Monteprandone,4,3,ITALIA VIVA,249
044045,Monteprandone,5,3,MARCHE CORAGGIOSE,20
044045,Monteprandone,3,3,PARTITO DEMOCRATICO,967
044045,Monteprandone,6,3,LE NOSTRE MARCHE e IL CENTRO,84
044045,Monteprandone,7,3,RINASCI MARCHE,103
044054,Offida,,,,4
044054,Offida,1,1,VOX ITALIA MARCHE,5
044054,Offida,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,0
044054,Offida,11,6,COMUNISTA!,29
044054,Offida,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,572
044054,Offida,14,7,LEGA SALVINI MARCHE,284
044054,Offida,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,37
044054,Offida,15,7,CIVITAS CIVICI,11
044054,Offida,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,90
044054,Offida,16,7,MOVIMENTO PER LE MARCHE,9
044054,Offida,10,5,DIPENDE DA NOI,46
044054,Offida,9,4,MOVIMENTO 5 STELLE,149
044054,Offida,8,3,MANGIALARDI PRESIDENTE,68
044054,Offida,4,3,ITALIA VIVA,18
044054,Offida,5,3,MARCHE CORAGGIOSE,10
044054,Offida,3,3,PARTITO DEMOCRATICO,849
044054,Offida,6,3,LE NOSTRE MARCHE e IL CENTRO,38
044054,Offida,7,3,RINASCI MARCHE,18
044056,Palmiano,,,,0
044056,Palmiano,1,1,VOX ITALIA MARCHE,0
044056,Palmiano,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,0
044056,Palmiano,11,6,COMUNISTA!,0
044056,Palmiano,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,8
044056,Palmiano,14,7,LEGA SALVINI MARCHE,22
044056,Palmiano,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,1
044056,Palmiano,15,7,CIVITAS CIVICI,0
044056,Palmiano,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,6
044056,Palmiano,16,7,MOVIMENTO PER LE MARCHE,1
044056,Palmiano,10,5,DIPENDE DA NOI,0
044056,Palmiano,9,4,MOVIMENTO 5 STELLE,0
044056,Palmiano,8,3,MANGIALARDI PRESIDENTE,3
044056,Palmiano,4,3,ITALIA VIVA,0
044056,Palmiano,5,3,MARCHE CORAGGIOSE,0
044056,Palmiano,3,3,PARTITO DEMOCRATICO,35
044056,Palmiano,6,3,LE NOSTRE MARCHE e IL CENTRO,2
044056,Palmiano,7,3,RINASCI MARCHE,1
044063,Ripatransone,,,,0
044063,Ripatransone,1,1,VOX ITALIA MARCHE,4
044063,Ripatransone,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,2
044063,Ripatransone,11,6,COMUNISTA!,11
044063,Ripatransone,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,278
044063,Ripatransone,14,7,LEGA SALVINI MARCHE,282
044063,Ripatransone,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,38
044063,Ripatransone,15,7,CIVITAS CIVICI,23
044063,Ripatransone,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,60
044063,Ripatransone,16,7,MOVIMENTO PER LE MARCHE,40
044063,Ripatransone,10,5,DIPENDE DA NOI,32
044063,Ripatransone,9,4,MOVIMENTO 5 STELLE,90
044063,Ripatransone,8,3,MANGIALARDI PRESIDENTE,23
044063,Ripatransone,4,3,ITALIA VIVA,49
044063,Ripatransone,5,3,MARCHE CORAGGIOSE,5
044063,Ripatransone,3,3,PARTITO DEMOCRATICO,851
044063,Ripatransone,6,3,LE NOSTRE MARCHE e IL CENTRO,32
044063,Ripatransone,7,3,RINASCI MARCHE,25
044064,Roccafluvione,,,,0
044064,Roccafluvione,1,1,VOX ITALIA MARCHE,4
044064,Roccafluvione,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,0
044064,Roccafluvione,11,6,COMUNISTA!,8
044064,Roccafluvione,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,201
044064,Roccafluvione,14,7,LEGA SALVINI MARCHE,190
044064,Roccafluvione,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,7
044064,Roccafluvione,15,7,CIVITAS CIVICI,40
044064,Roccafluvione,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,33
044064,Roccafluvione,16,7,MOVIMENTO PER LE MARCHE,10
044064,Roccafluvione,10,5,DIPENDE DA NOI,13
044064,Roccafluvione,9,4,MOVIMENTO 5 STELLE,40
044064,Roccafluvione,8,3,MANGIALARDI PRESIDENTE,10
044064,Roccafluvione,4,3,ITALIA VIVA,8
044064,Roccafluvione,5,3,MARCHE CORAGGIOSE,6
044064,Roccafluvione,3,3,PARTITO DEMOCRATICO,191
044064,Roccafluvione,6,3,LE NOSTRE MARCHE e IL CENTRO,19
044064,Roccafluvione,7,3,RINASCI MARCHE,11
044065,Rotella,,,,0
044065,Rotella,1,1,VOX ITALIA MARCHE,1
044065,Rotella,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,1
044065,Rotella,11,6,COMUNISTA!,3
044065,Rotella,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,70
044065,Rotella,14,7,LEGA SALVINI MARCHE,107
044065,Rotella,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,7
044065,Rotella,15,7,CIVITAS CIVICI,11
044065,Rotella,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,20
044065,Rotella,16,7,MOVIMENTO PER LE MARCHE,1
044065,Rotella,10,5,DIPENDE DA NOI,3
044065,Rotella,9,4,MOVIMENTO 5 STELLE,8
044065,Rotella,8,3,MANGIALARDI PRESIDENTE,2
044065,Rotella,4,3,ITALIA VIVA,6
044065,Rotella,5,3,MARCHE CORAGGIOSE,2
044065,Rotella,3,3,PARTITO DEMOCRATICO,181
044065,Rotella,6,3,LE NOSTRE MARCHE e IL CENTRO,10
044065,Rotella,7,3,RINASCI MARCHE,8
044066,San Benedetto del Tronto,,,,15
044066,San Benedetto del Tronto,1,1,VOX ITALIA MARCHE,54
044066,San Benedetto del Tronto,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,64
044066,San Benedetto del Tronto,11,6,COMUNISTA!,204
044066,San Benedetto del Tronto,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,4455
044066,San Benedetto del Tronto,14,7,LEGA SALVINI MARCHE,3354
044066,San Benedetto del Tronto,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,321
044066,San Benedetto del Tronto,15,7,CIVITAS CIVICI,128
044066,San Benedetto del Tronto,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,1073
044066,San Benedetto del Tronto,16,7,MOVIMENTO PER LE MARCHE,878
044066,San Benedetto del Tronto,10,5,DIPENDE DA NOI,449
044066,San Benedetto del Tronto,9,4,MOVIMENTO 5 STELLE,1743
044066,San Benedetto del Tronto,8,3,MANGIALARDI PRESIDENTE,429
044066,San Benedetto del Tronto,4,3,ITALIA VIVA,901
044066,San Benedetto del Tronto,5,3,MARCHE CORAGGIOSE,201
044066,San Benedetto del Tronto,3,3,PARTITO DEMOCRATICO,3987
044066,San Benedetto del Tronto,6,3,LE NOSTRE MARCHE e IL CENTRO,461
044066,San Benedetto del Tronto,7,3,RINASCI MARCHE,515
044071,Spinetoli,,,,2
044071,Spinetoli,1,1,VOX ITALIA MARCHE,8
044071,Spinetoli,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,6
044071,Spinetoli,11,6,COMUNISTA!,27
044071,Spinetoli,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,523
044071,Spinetoli,14,7,LEGA SALVINI MARCHE,452
044071,Spinetoli,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,63
044071,Spinetoli,15,7,CIVITAS CIVICI,26
044071,Spinetoli,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,82
044071,Spinetoli,16,7,MOVIMENTO PER LE MARCHE,39
044071,Spinetoli,10,5,DIPENDE DA NOI,45
044071,Spinetoli,9,4,MOVIMENTO 5 STELLE,228
044071,Spinetoli,8,3,MANGIALARDI PRESIDENTE,337
044071,Spinetoli,4,3,ITALIA VIVA,62
044071,Spinetoli,5,3,MARCHE CORAGGIOSE,18
044071,Spinetoli,3,3,PARTITO DEMOCRATICO,670
044071,Spinetoli,6,3,LE NOSTRE MARCHE e IL CENTRO,60
044071,Spinetoli,7,3,RINASCI MARCHE,45
044073,Venarotta,,,,3
044073,Venarotta,1,1,VOX ITALIA MARCHE,2
044073,Venarotta,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,0
044073,Venarotta,11,6,COMUNISTA!,8
044073,Venarotta,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,164
044073,Venarotta,14,7,LEGA SALVINI MARCHE,266
044073,Venarotta,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,7
044073,Venarotta,15,7,CIVITAS CIVICI,25
044073,Venarotta,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,42
044073,Venarotta,16,7,MOVIMENTO PER LE MARCHE,11
044073,Venarotta,10,5,DIPENDE DA NOI,6
044073,Venarotta,9,4,MOVIMENTO 5 STELLE,51
044073,Venarotta,8,3,MANGIALARDI PRESIDENTE,12
044073,Venarotta,4,3,ITALIA VIVA,15
044073,Venarotta,5,3,MARCHE CORAGGIOSE,1
044073,Venarotta,3,3,PARTITO DEMOCRATICO,274
044073,Venarotta,6,3,LE NOSTRE MARCHE e IL CENTRO,18
044073,Venarotta,7,3,RINASCI MARCHE,5
109001,Altidona,7,3,RINASCI MARCHE,30
109001,Altidona,3,3,PARTITO DEMOCRATICO,282
109001,Altidona,5,3,MARCHE CORAGGIOSE,17
109001,Altidona,4,3,ITALIA VIVA,40
109001,Altidona,8,3,MANGIALARDI PRESIDENTE,15
109001,Altidona,6,3,LE NOSTRE MARCHE e IL CENTRO,18
109001,Altidona,,,,2
109001,Altidona,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,5
109001,Altidona,10,5,DIPENDE DA NOI,29
109001,Altidona,11,6,COMUNISTA!,18
109001,Altidona,14,7,LEGA SALVINI MARCHE,281
109001,Altidona,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,45
109001,Altidona,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,332
109001,Altidona,15,7,CIVITAS CIVICI,34
109001,Altidona,16,7,MOVIMENTO PER LE MARCHE,5
109001,Altidona,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,125
109001,Altidona,1,1,VOX ITALIA MARCHE,11
109001,Altidona,9,4,MOVIMENTO 5 STELLE,125
041022,Lunano,10,5,DIPENDE DA NOI,1
041022,Lunano,,,,0
041022,Lunano,11,6,COMUNISTA!,5
041022,Lunano,9,4,MOVIMENTO 5 STELLE,30
041022,Lunano,4,3,ITALIA VIVA,2
041022,Lunano,3,3,PARTITO DEMOCRATICO,193
041022,Lunano,6,3,LE NOSTRE MARCHE e IL CENTRO,29
041022,Lunano,5,3,MARCHE CORAGGIOSE,2
041022,Lunano,8,3,MANGIALARDI PRESIDENTE,1
041022,Lunano,7,3,RINASCI MARCHE,8
041022,Lunano,1,1,VOX ITALIA MARCHE,4
041022,Lunano,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,146
041022,Lunano,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,52
041022,Lunano,14,7,LEGA SALVINI MARCHE,166
041022,Lunano,16,7,MOVIMENTO PER LE MARCHE,1
041022,Lunano,15,7,CIVITAS CIVICI,4
041022,Lunano,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,9
041022,Lunano,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,1
109002,Amandola,7,3,RINASCI MARCHE,23
109002,Amandola,3,3,PARTITO DEMOCRATICO,331
109002,Amandola,5,3,MARCHE CORAGGIOSE,4
109002,Amandola,4,3,ITALIA VIVA,30
109002,Amandola,8,3,MANGIALARDI PRESIDENTE,12
109002,Amandola,6,3,LE NOSTRE MARCHE e IL CENTRO,10
109002,Amandola,,,,3
109002,Amandola,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,1
109002,Amandola,10,5,DIPENDE DA NOI,25
109002,Amandola,11,6,COMUNISTA!,26
109002,Amandola,14,7,LEGA SALVINI MARCHE,192
109002,Amandola,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,288
109002,Amandola,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,312
109002,Amandola,15,7,CIVITAS CIVICI,11
109002,Amandola,16,7,MOVIMENTO PER LE MARCHE,1
109002,Amandola,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,385
109002,Amandola,1,1,VOX ITALIA MARCHE,5
109002,Amandola,9,4,MOVIMENTO 5 STELLE,46
109003,Belmonte Piceno,7,3,RINASCI MARCHE,3
109003,Belmonte Piceno,3,3,PARTITO DEMOCRATICO,66
109003,Belmonte Piceno,5,3,MARCHE CORAGGIOSE,0
109003,Belmonte Piceno,4,3,ITALIA VIVA,3
109003,Belmonte Piceno,8,3,MANGIALARDI PRESIDENTE,1
109003,Belmonte Piceno,6,3,LE NOSTRE MARCHE e IL CENTRO,3
109003,Belmonte Piceno,,,,0
109003,Belmonte Piceno,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,3
109003,Belmonte Piceno,10,5,DIPENDE DA NOI,5
109003,Belmonte Piceno,11,6,COMUNISTA!,2
109003,Belmonte Piceno,14,7,LEGA SALVINI MARCHE,38
109003,Belmonte Piceno,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,8
109003,Belmonte Piceno,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,105
109003,Belmonte Piceno,15,7,CIVITAS CIVICI,26
109003,Belmonte Piceno,16,7,MOVIMENTO PER LE MARCHE,1
109003,Belmonte Piceno,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,23
109003,Belmonte Piceno,1,1,VOX ITALIA MARCHE,1
109003,Belmonte Piceno,9,4,MOVIMENTO 5 STELLE,7
109004,Campofilone,7,3,RINASCI MARCHE,46
109004,Campofilone,3,3,PARTITO DEMOCRATICO,249
109004,Campofilone,5,3,MARCHE CORAGGIOSE,6
109004,Campofilone,4,3,ITALIA VIVA,17
109004,Campofilone,8,3,MANGIALARDI PRESIDENTE,12
109004,Campofilone,6,3,LE NOSTRE MARCHE e IL CENTRO,9
109004,Campofilone,,,,1
109004,Campofilone,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,1
109004,Campofilone,10,5,DIPENDE DA NOI,11
109004,Campofilone,11,6,COMUNISTA!,18
109004,Campofilone,14,7,LEGA SALVINI MARCHE,146
109004,Campofilone,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,31
109004,Campofilone,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,132
109004,Campofilone,15,7,CIVITAS CIVICI,3
109004,Campofilone,16,7,MOVIMENTO PER LE MARCHE,1
109004,Campofilone,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,66
109004,Campofilone,1,1,VOX ITALIA MARCHE,7
109004,Campofilone,9,4,MOVIMENTO 5 STELLE,45
109005,Falerone,7,3,RINASCI MARCHE,29
109005,Falerone,3,3,PARTITO DEMOCRATICO,300
109005,Falerone,5,3,MARCHE CORAGGIOSE,6
109005,Falerone,4,3,ITALIA VIVA,22
109005,Falerone,8,3,MANGIALARDI PRESIDENTE,8
109005,Falerone,6,3,LE NOSTRE MARCHE e IL CENTRO,13
109005,Falerone,,,,0
109005,Falerone,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,2
109005,Falerone,10,5,DIPENDE DA NOI,23
109005,Falerone,11,6,COMUNISTA!,25
109005,Falerone,14,7,LEGA SALVINI MARCHE,274
109005,Falerone,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,14
109005,Falerone,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,253
109005,Falerone,15,7,CIVITAS CIVICI,94
109005,Falerone,16,7,MOVIMENTO PER LE MARCHE,8
109005,Falerone,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,82
109005,Falerone,1,1,VOX ITALIA MARCHE,5
109005,Falerone,9,4,MOVIMENTO 5 STELLE,84
109006,Fermo,7,3,RINASCI MARCHE,285
109006,Fermo,3,3,PARTITO DEMOCRATICO,3551
109006,Fermo,5,3,MARCHE CORAGGIOSE,284
109006,Fermo,4,3,ITALIA VIVA,489
109006,Fermo,8,3,MANGIALARDI PRESIDENTE,220
109006,Fermo,6,3,LE NOSTRE MARCHE e IL CENTRO,245
109006,Fermo,,,,33
109006,Fermo,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,51
109006,Fermo,10,5,DIPENDE DA NOI,506
109006,Fermo,11,6,COMUNISTA!,291
109006,Fermo,14,7,LEGA SALVINI MARCHE,2639
109006,Fermo,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,326
109006,Fermo,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,4193
109006,Fermo,15,7,CIVITAS CIVICI,178
109006,Fermo,16,7,MOVIMENTO PER LE MARCHE,118
109006,Fermo,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,1244
109006,Fermo,1,1,VOX ITALIA MARCHE,81
109006,Fermo,9,4,MOVIMENTO 5 STELLE,1227
109007,Francavilla d'Ete,7,3,RINASCI MARCHE,2
109007,Francavilla d'Ete,3,3,PARTITO DEMOCRATICO,141
109007,Francavilla d'Ete,5,3,MARCHE CORAGGIOSE,4
109007,Francavilla d'Ete,4,3,ITALIA VIVA,5
109007,Francavilla d'Ete,8,3,MANGIALARDI PRESIDENTE,2
109007,Francavilla d'Ete,6,3,LE NOSTRE MARCHE e IL CENTRO,0
109007,Francavilla d'Ete,,,,0
109007,Francavilla d'Ete,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,2
109007,Francavilla d'Ete,10,5,DIPENDE DA NOI,4
109007,Francavilla d'Ete,11,6,COMUNISTA!,3
109007,Francavilla d'Ete,14,7,LEGA SALVINI MARCHE,89
109007,Francavilla d'Ete,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,7
109007,Francavilla d'Ete,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,117
109007,Francavilla d'Ete,15,7,CIVITAS CIVICI,2
109007,Francavilla d'Ete,16,7,MOVIMENTO PER LE MARCHE,1
109007,Francavilla d'Ete,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,24
109007,Francavilla d'Ete,1,1,VOX ITALIA MARCHE,7
109007,Francavilla d'Ete,9,4,MOVIMENTO 5 STELLE,17
109008,Grottazzolina,7,3,RINASCI MARCHE,20
109008,Grottazzolina,3,3,PARTITO DEMOCRATICO,317
109008,Grottazzolina,5,3,MARCHE CORAGGIOSE,8
109008,Grottazzolina,4,3,ITALIA VIVA,52
109008,Grottazzolina,8,3,MANGIALARDI PRESIDENTE,13
109008,Grottazzolina,6,3,LE NOSTRE MARCHE e IL CENTRO,17
109008,Grottazzolina,,,,0
109008,Grottazzolina,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,1
109008,Grottazzolina,10,5,DIPENDE DA NOI,12
109008,Grottazzolina,11,6,COMUNISTA!,24
109008,Grottazzolina,14,7,LEGA SALVINI MARCHE,260
109008,Grottazzolina,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,34
109008,Grottazzolina,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,325
109008,Grottazzolina,15,7,CIVITAS CIVICI,17
109008,Grottazzolina,16,7,MOVIMENTO PER LE MARCHE,21
109008,Grottazzolina,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,90
109008,Grottazzolina,1,1,VOX ITALIA MARCHE,12
