CODICE ISTAT,COMUNE,cogn,nome,d_nasc_cand,l_nasc,voti
044073,Venarotta,Acquaroli,Francesco,25/09/1974,Macerata,542
044073,Venarotta,Mancini,Roberto,,,9
044073,Venarotta,Mercorelli,Gian-Mario,06/02/1973,Macerata,79
044073,Venarotta,Mangialardi,Maurizio,17/11/1964,Ancona,336
109001,Altidona,Mangialardi,Maurizio,17/11/1964,Ancona,494
109001,Altidona,Contigiani,Alessandra,05/04/1982,Macerata,5
109001,Altidona,Iannetti,Anna Rita,26/08/1953,Brittoli,5
109001,Altidona,Mancini,Roberto,,,39
109001,Altidona,Pasquinelli,Fabio,10/01/1981,Osimo,18
109001,Altidona,Acquaroli,Francesco,25/09/1974,Macerata,879
109001,Altidona,Banzato,Sabrina Paola,21/02/1964,Castellanza,11
109001,Altidona,Mercorelli,Gian-Mario,06/02/1973,Macerata,146
041022,Lunano,Mancini,Roberto,,,1
041022,Lunano,Contigiani,Alessandra,05/04/1982,Macerata,1
041022,Lunano,Pasquinelli,Fabio,10/01/1981,Osimo,12
041022,Lunano,Mercorelli,Gian-Mario,06/02/1973,Macerata,45
041022,Lunano,Mangialardi,Maurizio,17/11/1964,Ancona,244
041022,Lunano,Banzato,Sabrina Paola,21/02/1964,Castellanza,5
041022,Lunano,Acquaroli,Francesco,25/09/1974,Macerata,402
041022,Lunano,Iannetti,Anna Rita,26/08/1953,Brittoli,2
109002,Amandola,Mangialardi,Maurizio,17/11/1964,Ancona,493
109002,Amandola,Contigiani,Alessandra,05/04/1982,Macerata,3
109002,Amandola,Iannetti,Anna Rita,26/08/1953,Brittoli,2
109002,Amandola,Mancini,Roberto,,,36
109002,Amandola,Pasquinelli,Fabio,10/01/1981,Osimo,26
109002,Amandola,Acquaroli,Francesco,25/09/1974,Macerata,1225
109002,Amandola,Banzato,Sabrina Paola,21/02/1964,Castellanza,5
109002,Amandola,Mercorelli,Gian-Mario,06/02/1973,Macerata,82
109003,Belmonte Piceno,Mangialardi,Maurizio,17/11/1964,Ancona,81
109003,Belmonte Piceno,Contigiani,Alessandra,05/04/1982,Macerata,1
109003,Belmonte Piceno,Iannetti,Anna Rita,26/08/1953,Brittoli,6
109003,Belmonte Piceno,Mancini,Roberto,,,5
109003,Belmonte Piceno,Pasquinelli,Fabio,10/01/1981,Osimo,2
109003,Belmonte Piceno,Acquaroli,Francesco,25/09/1974,Macerata,206
109003,Belmonte Piceno,Banzato,Sabrina Paola,21/02/1964,Castellanza,1
109003,Belmonte Piceno,Mercorelli,Gian-Mario,06/02/1973,Macerata,7
109004,Campofilone,Mangialardi,Maurizio,17/11/1964,Ancona,398
109004,Campofilone,Contigiani,Alessandra,05/04/1982,Macerata,1
109004,Campofilone,Iannetti,Anna Rita,26/08/1953,Brittoli,4
109004,Campofilone,Mancini,Roberto,,,12
109004,Campofilone,Pasquinelli,Fabio,10/01/1981,Osimo,21
109004,Campofilone,Acquaroli,Francesco,25/09/1974,Macerata,420
109004,Campofilone,Banzato,Sabrina Paola,21/02/1964,Castellanza,12
109004,Campofilone,Mercorelli,Gian-Mario,06/02/1973,Macerata,76
109005,Falerone,Mangialardi,Maurizio,17/11/1964,Ancona,452
109005,Falerone,Contigiani,Alessandra,05/04/1982,Macerata,2
109005,Falerone,Iannetti,Anna Rita,26/08/1953,Brittoli,5
109005,Falerone,Mancini,Roberto,,,34
109005,Falerone,Pasquinelli,Fabio,10/01/1981,Osimo,27
109005,Falerone,Acquaroli,Francesco,25/09/1974,Macerata,790
109005,Falerone,Banzato,Sabrina Paola,21/02/1964,Castellanza,8
109005,Falerone,Mercorelli,Gian-Mario,06/02/1973,Macerata,120
109006,Fermo,Mangialardi,Maurizio,17/11/1964,Ancona,6379
109006,Fermo,Contigiani,Alessandra,05/04/1982,Macerata,65
109006,Fermo,Iannetti,Anna Rita,26/08/1953,Brittoli,84
109006,Fermo,Mancini,Roberto,,,644
109006,Fermo,Pasquinelli,Fabio,10/01/1981,Osimo,330
109006,Fermo,Acquaroli,Francesco,25/09/1974,Macerata,9594
109006,Fermo,Banzato,Sabrina Paola,21/02/1964,Castellanza,105
109006,Fermo,Mercorelli,Gian-Mario,06/02/1973,Macerata,1569
109007,Francavilla d'Ete,Mangialardi,Maurizio,17/11/1964,Ancona,164
109007,Francavilla d'Ete,Contigiani,Alessandra,05/04/1982,Macerata,0
109007,Francavilla d'Ete,Iannetti,Anna Rita,26/08/1953,Brittoli,2
109007,Francavilla d'Ete,Mancini,Roberto,,,8
109007,Francavilla d'Ete,Pasquinelli,Fabio,10/01/1981,Osimo,5
109007,Francavilla d'Ete,Acquaroli,Francesco,25/09/1974,Macerata,264
109007,Francavilla d'Ete,Banzato,Sabrina Paola,21/02/1964,Castellanza,7
109007,Francavilla d'Ete,Mercorelli,Gian-Mario,06/02/1973,Macerata,23
109008,Grottazzolina,Mangialardi,Maurizio,17/11/1964,Ancona,496
109008,Grottazzolina,Contigiani,Alessandra,05/04/1982,Macerata,3
109008,Grottazzolina,Iannetti,Anna Rita,26/08/1953,Brittoli,5
109008,Grottazzolina,Mancini,Roberto,,,24
109008,Grottazzolina,Pasquinelli,Fabio,10/01/1981,Osimo,29
109008,Grottazzolina,Acquaroli,Francesco,25/09/1974,Macerata,825
109008,Grottazzolina,Banzato,Sabrina Paola,21/02/1964,Castellanza,14
109008,Grottazzolina,Mercorelli,Gian-Mario,06/02/1973,Macerata,102
109009,Lapedona,Mangialardi,Maurizio,17/11/1964,Ancona,173
109009,Lapedona,Contigiani,Alessandra,05/04/1982,Macerata,3
109009,Lapedona,Iannetti,Anna Rita,26/08/1953,Brittoli,9
109009,Lapedona,Mancini,Roberto,,,34
109009,Lapedona,Pasquinelli,Fabio,10/01/1981,Osimo,6
109009,Lapedona,Acquaroli,Francesco,25/09/1974,Macerata,357
109009,Lapedona,Banzato,Sabrina Paola,21/02/1964,Castellanza,2
109009,Lapedona,Mercorelli,Gian-Mario,06/02/1973,Macerata,40
109010,Magliano di Tenna,Mangialardi,Maurizio,17/11/1964,Ancona,275
109010,Magliano di Tenna,Contigiani,Alessandra,05/04/1982,Macerata,0
109010,Magliano di Tenna,Iannetti,Anna Rita,26/08/1953,Brittoli,1
109010,Magliano di Tenna,Mancini,Roberto,,,7
109010,Magliano di Tenna,Pasquinelli,Fabio,10/01/1981,Osimo,15
109010,Magliano di Tenna,Acquaroli,Francesco,25/09/1974,Macerata,329
109010,Magliano di Tenna,Banzato,Sabrina Paola,21/02/1964,Castellanza,1
109010,Magliano di Tenna,Mercorelli,Gian-Mario,06/02/1973,Macerata,51
109011,Massa Fermana,Mangialardi,Maurizio,17/11/1964,Ancona,230
109011,Massa Fermana,Contigiani,Alessandra,05/04/1982,Macerata,0
109011,Massa Fermana,Iannetti,Anna Rita,26/08/1953,Brittoli,0
109011,Massa Fermana,Mancini,Roberto,,,12
109011,Massa Fermana,Pasquinelli,Fabio,10/01/1981,Osimo,10
109011,Massa Fermana,Acquaroli,Francesco,25/09/1974,Macerata,171
109011,Massa Fermana,Banzato,Sabrina Paola,21/02/1964,Castellanza,1
109011,Massa Fermana,Mercorelli,Gian-Mario,06/02/1973,Macerata,30
041023,Macerata Feltria,Mancini,Roberto,,,11
041023,Macerata Feltria,Contigiani,Alessandra,05/04/1982,Macerata,2
041023,Macerata Feltria,Pasquinelli,Fabio,10/01/1981,Osimo,12
041023,Macerata Feltria,Mercorelli,Gian-Mario,06/02/1973,Macerata,118
041023,Macerata Feltria,Mangialardi,Maurizio,17/11/1964,Ancona,283
041023,Macerata Feltria,Banzato,Sabrina Paola,21/02/1964,Castellanza,4
041023,Macerata Feltria,Acquaroli,Francesco,25/09/1974,Macerata,559
041023,Macerata Feltria,Iannetti,Anna Rita,26/08/1953,Brittoli,4
041001,Acqualagna,Mancini,Roberto,,,24
041001,Acqualagna,Contigiani,Alessandra,05/04/1982,Macerata,2
041001,Acqualagna,Pasquinelli,Fabio,10/01/1981,Osimo,19
041001,Acqualagna,Mercorelli,Gian-Mario,06/02/1973,Macerata,190
041001,Acqualagna,Mangialardi,Maurizio,17/11/1964,Ancona,671
041001,Acqualagna,Banzato,Sabrina Paola,21/02/1964,Castellanza,6
041001,Acqualagna,Acquaroli,Francesco,25/09/1974,Macerata,1210
041001,Acqualagna,Iannetti,Anna Rita,26/08/1953,Brittoli,9
109012,Monsampietro Morico,Mangialardi,Maurizio,17/11/1964,Ancona,106
109012,Monsampietro Morico,Contigiani,Alessandra,05/04/1982,Macerata,1
109012,Monsampietro Morico,Iannetti,Anna Rita,26/08/1953,Brittoli,0
109012,Monsampietro Morico,Mancini,Roberto,,,6
109012,Monsampietro Morico,Pasquinelli,Fabio,10/01/1981,Osimo,3
109012,Monsampietro Morico,Acquaroli,Francesco,25/09/1974,Macerata,227
109012,Monsampietro Morico,Banzato,Sabrina Paola,21/02/1964,Castellanza,3
109012,Monsampietro Morico,Mercorelli,Gian-Mario,06/02/1973,Macerata,12
109013,Montappone,Mangialardi,Maurizio,17/11/1964,Ancona,224
109013,Montappone,Contigiani,Alessandra,05/04/1982,Macerata,2
109013,Montappone,Iannetti,Anna Rita,26/08/1953,Brittoli,2
109013,Montappone,Mancini,Roberto,,,7
109013,Montappone,Pasquinelli,Fabio,10/01/1981,Osimo,9
109013,Montappone,Acquaroli,Francesco,25/09/1974,Macerata,501
109013,Montappone,Banzato,Sabrina Paola,21/02/1964,Castellanza,5
109013,Montappone,Mercorelli,Gian-Mario,06/02/1973,Macerata,52
109014,Montefalcone Appennino,Mangialardi,Maurizio,17/11/1964,Ancona,83
109014,Montefalcone Appennino,Contigiani,Alessandra,05/04/1982,Macerata,0
109014,Montefalcone Appennino,Iannetti,Anna Rita,26/08/1953,Brittoli,1
109014,Montefalcone Appennino,Mancini,Roberto,,,4
109014,Montefalcone Appennino,Pasquinelli,Fabio,10/01/1981,Osimo,3
109014,Montefalcone Appennino,Acquaroli,Francesco,25/09/1974,Macerata,108
109014,Montefalcone Appennino,Banzato,Sabrina Paola,21/02/1964,Castellanza,0
109014,Montefalcone Appennino,Mercorelli,Gian-Mario,06/02/1973,Macerata,11
109015,Montefortino,Mangialardi,Maurizio,17/11/1964,Ancona,125
109015,Montefortino,Contigiani,Alessandra,05/04/1982,Macerata,0
109015,Montefortino,Iannetti,Anna Rita,26/08/1953,Brittoli,2
109015,Montefortino,Mancini,Roberto,,,4
109015,Montefortino,Pasquinelli,Fabio,10/01/1981,Osimo,9
109015,Montefortino,Acquaroli,Francesco,25/09/1974,Macerata,537
109015,Montefortino,Banzato,Sabrina Paola,21/02/1964,Castellanza,1
109015,Montefortino,Mercorelli,Gian-Mario,06/02/1973,Macerata,28
109016,Monte Giberto,Mangialardi,Maurizio,17/11/1964,Ancona,97
109016,Monte Giberto,Contigiani,Alessandra,05/04/1982,Macerata,0
109016,Monte Giberto,Iannetti,Anna Rita,26/08/1953,Brittoli,0
109016,Monte Giberto,Mancini,Roberto,,,17
109016,Monte Giberto,Pasquinelli,Fabio,10/01/1981,Osimo,4
109016,Monte Giberto,Acquaroli,Francesco,25/09/1974,Macerata,224
109016,Monte Giberto,Banzato,Sabrina Paola,21/02/1964,Castellanza,0
109016,Monte Giberto,Mercorelli,Gian-Mario,06/02/1973,Macerata,19
109017,Montegiorgio,Mangialardi,Maurizio,17/11/1964,Ancona,942
109017,Montegiorgio,Contigiani,Alessandra,05/04/1982,Macerata,8
109017,Montegiorgio,Iannetti,Anna Rita,26/08/1953,Brittoli,11
109017,Montegiorgio,Mancini,Roberto,,,77
109017,Montegiorgio,Pasquinelli,Fabio,10/01/1981,Osimo,35
109017,Montegiorgio,Acquaroli,Francesco,25/09/1974,Macerata,1648
109017,Montegiorgio,Banzato,Sabrina Paola,21/02/1964,Castellanza,18
109017,Montegiorgio,Mercorelli,Gian-Mario,06/02/1973,Macerata,265
109018,Montegranaro,Mangialardi,Maurizio,17/11/1964,Ancona,1523
109018,Montegranaro,Contigiani,Alessandra,05/04/1982,Macerata,25
109018,Montegranaro,Iannetti,Anna Rita,26/08/1953,Brittoli,15
109018,Montegranaro,Mancini,Roberto,,,101
109018,Montegranaro,Pasquinelli,Fabio,10/01/1981,Osimo,84
109018,Montegranaro,Acquaroli,Francesco,25/09/1974,Macerata,3792
109018,Montegranaro,Banzato,Sabrina Paola,21/02/1964,Castellanza,33
109018,Montegranaro,Mercorelli,Gian-Mario,06/02/1973,Macerata,486
109019,Monteleone di Fermo,Mangialardi,Maurizio,17/11/1964,Ancona,53
109019,Monteleone di Fermo,Contigiani,Alessandra,05/04/1982,Macerata,1
109019,Monteleone di Fermo,Iannetti,Anna Rita,26/08/1953,Brittoli,2
109019,Monteleone di Fermo,Mancini,Roberto,,,5
109019,Monteleone di Fermo,Pasquinelli,Fabio,10/01/1981,Osimo,2
109019,Monteleone di Fermo,Acquaroli,Francesco,25/09/1974,Macerata,149
109019,Monteleone di Fermo,Banzato,Sabrina Paola,21/02/1964,Castellanza,0
109019,Monteleone di Fermo,Mercorelli,Gian-Mario,06/02/1973,Macerata,19
109020,Montelparo,Mangialardi,Maurizio,17/11/1964,Ancona,156
109020,Montelparo,Contigiani,Alessandra,05/04/1982,Macerata,1
109020,Montelparo,Iannetti,Anna Rita,26/08/1953,Brittoli,2
109020,Montelparo,Mancini,Roberto,,,5
109020,Montelparo,Pasquinelli,Fabio,10/01/1981,Osimo,3
109020,Montelparo,Acquaroli,Francesco,25/09/1974,Macerata,235
109020,Montelparo,Banzato,Sabrina Paola,21/02/1964,Castellanza,8
109020,Montelparo,Mercorelli,Gian-Mario,06/02/1973,Macerata,25
109021,Monte Rinaldo,Mangialardi,Maurizio,17/11/1964,Ancona,89
109021,Monte Rinaldo,Contigiani,Alessandra,05/04/1982,Macerata,0
109021,Monte Rinaldo,Iannetti,Anna Rita,26/08/1953,Brittoli,1
109021,Monte Rinaldo,Mancini,Roberto,,,1
109021,Monte Rinaldo,Pasquinelli,Fabio,10/01/1981,Osimo,2
109021,Monte Rinaldo,Acquaroli,Francesco,25/09/1974,Macerata,91
109021,Monte Rinaldo,Banzato,Sabrina Paola,21/02/1964,Castellanza,0
109021,Monte Rinaldo,Mercorelli,Gian-Mario,06/02/1973,Macerata,9
041025,Mercatello sul Metauro,Mancini,Roberto,,,1
041025,Mercatello sul Metauro,Contigiani,Alessandra,05/04/1982,Macerata,0
041025,Mercatello sul Metauro,Pasquinelli,Fabio,10/01/1981,Osimo,10
041025,Mercatello sul Metauro,Mercorelli,Gian-Mario,06/02/1973,Macerata,46
041025,Mercatello sul Metauro,Mangialardi,Maurizio,17/11/1964,Ancona,278
041025,Mercatello sul Metauro,Banzato,Sabrina Paola,21/02/1964,Castellanza,3
041025,Mercatello sul Metauro,Acquaroli,Francesco,25/09/1974,Macerata,385
041025,Mercatello sul Metauro,Iannetti,Anna Rita,26/08/1953,Brittoli,0
109022,Monterubbiano,Mangialardi,Maurizio,17/11/1964,Ancona,318
109022,Monterubbiano,Contigiani,Alessandra,05/04/1982,Macerata,5
109022,Monterubbiano,Iannetti,Anna Rita,26/08/1953,Brittoli,5
109022,Monterubbiano,Mancini,Roberto,,,15
109022,Monterubbiano,Pasquinelli,Fabio,10/01/1981,Osimo,21
109022,Monterubbiano,Acquaroli,Francesco,25/09/1974,Macerata,698
109022,Monterubbiano,Banzato,Sabrina Paola,21/02/1964,Castellanza,46
109022,Monterubbiano,Mercorelli,Gian-Mario,06/02/1973,Macerata,63
109023,Monte San Pietrangeli,Mangialardi,Maurizio,17/11/1964,Ancona,235
109023,Monte San Pietrangeli,Contigiani,Alessandra,05/04/1982,Macerata,1
109023,Monte San Pietrangeli,Iannetti,Anna Rita,26/08/1953,Brittoli,2
109023,Monte San Pietrangeli,Mancini,Roberto,,,14
109023,Monte San Pietrangeli,Pasquinelli,Fabio,10/01/1981,Osimo,9
109023,Monte San Pietrangeli,Acquaroli,Francesco,25/09/1974,Macerata,723
109023,Monte San Pietrangeli,Banzato,Sabrina Paola,21/02/1964,Castellanza,11
109023,Monte San Pietrangeli,Mercorelli,Gian-Mario,06/02/1973,Macerata,111
109024,Monte Urano,Mangialardi,Maurizio,17/11/1964,Ancona,1481
109024,Monte Urano,Contigiani,Alessandra,05/04/1982,Macerata,13
109024,Monte Urano,Iannetti,Anna Rita,26/08/1953,Brittoli,10
109024,Monte Urano,Mancini,Roberto,,,59
109024,Monte Urano,Pasquinelli,Fabio,10/01/1981,Osimo,54
109024,Monte Urano,Acquaroli,Francesco,25/09/1974,Macerata,1935
109024,Monte Urano,Banzato,Sabrina Paola,21/02/1964,Castellanza,25
109024,Monte Urano,Mercorelli,Gian-Mario,06/02/1973,Macerata,250
109025,Monte Vidon Combatte,Mangialardi,Maurizio,17/11/1964,Ancona,83
109025,Monte Vidon Combatte,Contigiani,Alessandra,05/04/1982,Macerata,0
109025,Monte Vidon Combatte,Iannetti,Anna Rita,26/08/1953,Brittoli,0
109025,Monte Vidon Combatte,Mancini,Roberto,,,1
109025,Monte Vidon Combatte,Pasquinelli,Fabio,10/01/1981,Osimo,6
109025,Monte Vidon Combatte,Acquaroli,Francesco,25/09/1974,Macerata,107
109025,Monte Vidon Combatte,Banzato,Sabrina Paola,21/02/1964,Castellanza,2
109025,Monte Vidon Combatte,Mercorelli,Gian-Mario,06/02/1973,Macerata,18
109026,Monte Vidon Corrado,Mangialardi,Maurizio,17/11/1964,Ancona,157
109026,Monte Vidon Corrado,Contigiani,Alessandra,05/04/1982,Macerata,1
109026,Monte Vidon Corrado,Iannetti,Anna Rita,26/08/1953,Brittoli,0
109026,Monte Vidon Corrado,Mancini,Roberto,,,5
109026,Monte Vidon Corrado,Pasquinelli,Fabio,10/01/1981,Osimo,8
109026,Monte Vidon Corrado,Acquaroli,Francesco,25/09/1974,Macerata,164
109026,Monte Vidon Corrado,Banzato,Sabrina Paola,21/02/1964,Castellanza,2
109026,Monte Vidon Corrado,Mercorelli,Gian-Mario,06/02/1973,Macerata,31
109027,Montottone,Mangialardi,Maurizio,17/11/1964,Ancona,248
109027,Montottone,Contigiani,Alessandra,05/04/1982,Macerata,1
109027,Montottone,Iannetti,Anna Rita,26/08/1953,Brittoli,1
109027,Montottone,Mancini,Roberto,,,7
109027,Montottone,Pasquinelli,Fabio,10/01/1981,Osimo,2
109027,Montottone,Acquaroli,Francesco,25/09/1974,Macerata,268
109027,Montottone,Banzato,Sabrina Paola,21/02/1964,Castellanza,3
109027,Montottone,Mercorelli,Gian-Mario,06/02/1973,Macerata,29
109028,Moresco,Mangialardi,Maurizio,17/11/1964,Ancona,84
109028,Moresco,Contigiani,Alessandra,05/04/1982,Macerata,0
109028,Moresco,Iannetti,Anna Rita,26/08/1953,Brittoli,1
109028,Moresco,Mancini,Roberto,,,7
109028,Moresco,Pasquinelli,Fabio,10/01/1981,Osimo,3
109028,Moresco,Acquaroli,Francesco,25/09/1974,Macerata,156
109028,Moresco,Banzato,Sabrina Paola,21/02/1964,Castellanza,5
109028,Moresco,Mercorelli,Gian-Mario,06/02/1973,Macerata,19
109029,Ortezzano,Mangialardi,Maurizio,17/11/1964,Ancona,261
109029,Ortezzano,Contigiani,Alessandra,05/04/1982,Macerata,3
109029,Ortezzano,Iannetti,Anna Rita,26/08/1953,Brittoli,1
109029,Ortezzano,Mancini,Roberto,,,11
109029,Ortezzano,Pasquinelli,Fabio,10/01/1981,Osimo,5
109029,Ortezzano,Acquaroli,Francesco,25/09/1974,Macerata,142
109029,Ortezzano,Banzato,Sabrina Paola,21/02/1964,Castellanza,1
109029,Ortezzano,Mercorelli,Gian-Mario,06/02/1973,Macerata,27
109030,Pedaso,Mangialardi,Maurizio,17/11/1964,Ancona,415
109030,Pedaso,Contigiani,Alessandra,05/04/1982,Macerata,1
109030,Pedaso,Iannetti,Anna Rita,26/08/1953,Brittoli,8
109030,Pedaso,Mancini,Roberto,,,19
109030,Pedaso,Pasquinelli,Fabio,10/01/1981,Osimo,19
109030,Pedaso,Acquaroli,Francesco,25/09/1974,Macerata,743
109030,Pedaso,Banzato,Sabrina Paola,21/02/1964,Castellanza,5
109030,Pedaso,Mercorelli,Gian-Mario,06/02/1973,Macerata,102
109031,Petritoli,Mangialardi,Maurizio,17/11/1964,Ancona,308
109031,Petritoli,Contigiani,Alessandra,05/04/1982,Macerata,2
109031,Petritoli,Iannetti,Anna Rita,26/08/1953,Brittoli,9
109031,Petritoli,Mancini,Roberto,,,15
109031,Petritoli,Pasquinelli,Fabio,10/01/1981,Osimo,40
109031,Petritoli,Acquaroli,Francesco,25/09/1974,Macerata,679
109031,Petritoli,Banzato,Sabrina Paola,21/02/1964,Castellanza,6
109031,Petritoli,Mercorelli,Gian-Mario,06/02/1973,Macerata,75
041026,Mercatino Conca,Mancini,Roberto,,,10
041026,Mercatino Conca,Contigiani,Alessandra,05/04/1982,Macerata,0
041026,Mercatino Conca,Pasquinelli,Fabio,10/01/1981,Osimo,4
041026,Mercatino Conca,Mercorelli,Gian-Mario,06/02/1973,Macerata,47
041026,Mercatino Conca,Mangialardi,Maurizio,17/11/1964,Ancona,160
041026,Mercatino Conca,Banzato,Sabrina Paola,21/02/1964,Castellanza,5
041026,Mercatino Conca,Acquaroli,Francesco,25/09/1974,Macerata,257
041026,Mercatino Conca,Iannetti,Anna Rita,26/08/1953,Brittoli,4
109032,Ponzano di Fermo,Mangialardi,Maurizio,17/11/1964,Ancona,278
109032,Ponzano di Fermo,Contigiani,Alessandra,05/04/1982,Macerata,1
109032,Ponzano di Fermo,Iannetti,Anna Rita,26/08/1953,Brittoli,7
109032,Ponzano di Fermo,Mancini,Roberto,,,18
109032,Ponzano di Fermo,Pasquinelli,Fabio,10/01/1981,Osimo,11
109032,Ponzano di Fermo,Acquaroli,Francesco,25/09/1974,Macerata,410
109032,Ponzano di Fermo,Banzato,Sabrina Paola,21/02/1964,Castellanza,7
109032,Ponzano di Fermo,Mercorelli,Gian-Mario,06/02/1973,Macerata,77
109033,Porto San Giorgio,Mangialardi,Maurizio,17/11/1964,Ancona,2551
109033,Porto San Giorgio,Contigiani,Alessandra,05/04/1982,Macerata,9
109033,Porto San Giorgio,Iannetti,Anna Rita,26/08/1953,Brittoli,42
109033,Porto San Giorgio,Mancini,Roberto,,,237
109033,Porto San Giorgio,Pasquinelli,Fabio,10/01/1981,Osimo,116
109033,Porto San Giorgio,Acquaroli,Francesco,25/09/1974,Macerata,4280
109033,Porto San Giorgio,Banzato,Sabrina Paola,21/02/1964,Castellanza,50
109033,Porto San Giorgio,Mercorelli,Gian-Mario,06/02/1973,Macerata,582
109034,Porto Sant'Elpidio,Mangialardi,Maurizio,17/11/1964,Ancona,3470
109034,Porto Sant'Elpidio,Contigiani,Alessandra,05/04/1982,Macerata,28
109034,Porto Sant'Elpidio,Iannetti,Anna Rita,26/08/1953,Brittoli,61
109034,Porto Sant'Elpidio,Mancini,Roberto,,,230
109034,Porto Sant'Elpidio,Pasquinelli,Fabio,10/01/1981,Osimo,146
109034,Porto Sant'Elpidio,Acquaroli,Francesco,25/09/1974,Macerata,6156
109034,Porto Sant'Elpidio,Banzato,Sabrina Paola,21/02/1964,Castellanza,89
109034,Porto Sant'Elpidio,Mercorelli,Gian-Mario,06/02/1973,Macerata,997
109035,Rapagnano,Mangialardi,Maurizio,17/11/1964,Ancona,240
109035,Rapagnano,Contigiani,Alessandra,05/04/1982,Macerata,3
109035,Rapagnano,Iannetti,Anna Rita,26/08/1953,Brittoli,4
109035,Rapagnano,Mancini,Roberto,,,13
109035,Rapagnano,Pasquinelli,Fabio,10/01/1981,Osimo,10
109035,Rapagnano,Acquaroli,Francesco,25/09/1974,Macerata,573
109035,Rapagnano,Banzato,Sabrina Paola,21/02/1964,Castellanza,4
109035,Rapagnano,Mercorelli,Gian-Mario,06/02/1973,Macerata,85
109036,Santa Vittoria in Matenano,Mangialardi,Maurizio,17/11/1964,Ancona,243
109036,Santa Vittoria in Matenano,Contigiani,Alessandra,05/04/1982,Macerata,1
109036,Santa Vittoria in Matenano,Iannetti,Anna Rita,26/08/1953,Brittoli,3
109036,Santa Vittoria in Matenano,Mancini,Roberto,,,18
109036,Santa Vittoria in Matenano,Pasquinelli,Fabio,10/01/1981,Osimo,5
109036,Santa Vittoria in Matenano,Acquaroli,Francesco,25/09/1974,Macerata,413
109036,Santa Vittoria in Matenano,Banzato,Sabrina Paola,21/02/1964,Castellanza,2
109036,Santa Vittoria in Matenano,Mercorelli,Gian-Mario,06/02/1973,Macerata,56
109037,Sant'Elpidio a Mare,Mangialardi,Maurizio,17/11/1964,Ancona,3180
109037,Sant'Elpidio a Mare,Contigiani,Alessandra,05/04/1982,Macerata,21
109037,Sant'Elpidio a Mare,Iannetti,Anna Rita,26/08/1953,Brittoli,32
109037,Sant'Elpidio a Mare,Mancini,Roberto,,,111
109037,Sant'Elpidio a Mare,Pasquinelli,Fabio,10/01/1981,Osimo,82
109037,Sant'Elpidio a Mare,Acquaroli,Francesco,25/09/1974,Macerata,3670
109037,Sant'Elpidio a Mare,Banzato,Sabrina Paola,21/02/1964,Castellanza,67
109037,Sant'Elpidio a Mare,Mercorelli,Gian-Mario,06/02/1973,Macerata,673
109038,Servigliano,Mangialardi,Maurizio,17/11/1964,Ancona,233
109038,Servigliano,Contigiani,Alessandra,05/04/1982,Macerata,2
109038,Servigliano,Iannetti,Anna Rita,26/08/1953,Brittoli,3
109038,Servigliano,Mancini,Roberto,,,22
109038,Servigliano,Pasquinelli,Fabio,10/01/1981,Osimo,7
109038,Servigliano,Acquaroli,Francesco,25/09/1974,Macerata,925
109038,Servigliano,Banzato,Sabrina Paola,21/02/1964,Castellanza,6
109038,Servigliano,Mercorelli,Gian-Mario,06/02/1973,Macerata,48
109039,Smerillo,Mangialardi,Maurizio,17/11/1964,Ancona,52
109039,Smerillo,Contigiani,Alessandra,05/04/1982,Macerata,1
109039,Smerillo,Iannetti,Anna Rita,26/08/1953,Brittoli,0
109039,Smerillo,Mancini,Roberto,,,2
109039,Smerillo,Pasquinelli,Fabio,10/01/1981,Osimo,2
109039,Smerillo,Acquaroli,Francesco,25/09/1974,Macerata,127
109039,Smerillo,Banzato,Sabrina Paola,21/02/1964,Castellanza,0
109039,Smerillo,Mercorelli,Gian-Mario,06/02/1973,Macerata,5
109040,Torre San Patrizio,Mangialardi,Maurizio,17/11/1964,Ancona,160
109040,Torre San Patrizio,Contigiani,Alessandra,05/04/1982,Macerata,3
109040,Torre San Patrizio,Iannetti,Anna Rita,26/08/1953,Brittoli,7
109040,Torre San Patrizio,Mancini,Roberto,,,12
109040,Torre San Patrizio,Pasquinelli,Fabio,10/01/1981,Osimo,12
109040,Torre San Patrizio,Acquaroli,Francesco,25/09/1974,Macerata,631
109040,Torre San Patrizio,Banzato,Sabrina Paola,21/02/1964,Castellanza,8
109040,Torre San Patrizio,Mercorelli,Gian-Mario,06/02/1973,Macerata,72
041027,Mombaroccio,Mancini,Roberto,,,15
041027,Mombaroccio,Contigiani,Alessandra,05/04/1982,Macerata,2
041027,Mombaroccio,Pasquinelli,Fabio,10/01/1981,Osimo,7
041027,Mombaroccio,Mercorelli,Gian-Mario,06/02/1973,Macerata,82
041027,Mombaroccio,Mangialardi,Maurizio,17/11/1964,Ancona,294
041027,Mombaroccio,Banzato,Sabrina Paola,21/02/1964,Castellanza,8
041027,Mombaroccio,Acquaroli,Francesco,25/09/1974,Macerata,547
041027,Mombaroccio,Iannetti,Anna Rita,26/08/1953,Brittoli,10
041028,Mondavio,Mancini,Roberto,,,25
041028,Mondavio,Contigiani,Alessandra,05/04/1982,Macerata,3
041028,Mondavio,Pasquinelli,Fabio,10/01/1981,Osimo,25
041028,Mondavio,Mercorelli,Gian-Mario,06/02/1973,Macerata,156
041028,Mondavio,Mangialardi,Maurizio,17/11/1964,Ancona,1144
